年度,屆別,獎項類別,獎項名稱,入圍作品,入圍單位/者,報名單位,演唱者/演奏者/導演
101,23,演唱類出版獎, 最佳台語專輯獎,春夏秋冬,滾石國際音樂股份有限公司,滾石國際音樂股份有限公司,
101,23,演唱類出版獎, 最佳台語專輯獎,思念會驚,華納國際音樂股份有限公司,華納國際音樂股份有限公司,
101,23,演唱類出版獎,最佳客語專輯獎,人靚不如命靚,創異音樂工作室,創異音樂工作室,
101,23,演唱類出版獎,最佳客語專輯獎,禾浪,山狗大樂團,山狗大樂團,
101,23,演唱類出版獎,最佳客語專輯獎,攬花去,旭日文化事業有限公司,旭日文化事業有限公司,
101,23,演唱類出版獎,最佳客語專輯獎,ButterfLife,威德文化有限公司,威德文化有限公司,
101,23,演唱類出版獎,最佳原住民語專輯獎,美好的日子,豐年出版事業有限公司,豐年出版事業有限公司,
101,23,演唱類出版獎,最佳原住民語專輯獎,Ina的童年,Amis旮亙樂團,Amis旮亙樂團,
101,23,演唱類出版獎,最佳原住民語專輯獎,輕快的生活,風潮音樂國際股份有限公司,風潮音樂國際股份有限公司,
101,23,演唱類出版獎,最佳原住民語專輯獎,聽～女人聲音,哈雷音樂媒體企業社,哈雷音樂媒體企業社,
101,23,演唱類出版獎,最佳原住民語專輯獎,BaLiwakes（巴力瓦格斯）－南王姐妹花與國立台灣交響樂團,角頭文化事業股份有限公司,角頭文化事業股份有限公司,
101,23,演唱類出版獎,最佳音樂錄影帶獎,皇軍《高砂軍》,衝組創玩有限公司,衝組創玩有限公司,導演：莊志文
101,23,演唱類出版獎,最佳音樂錄影帶獎,寂寞瘋了《於是長大了以後》,亞神音樂娛樂股份有限公司,亞神音樂娛樂股份有限公司,導演：比爾賈
101,23,演唱類出版獎,最佳音樂錄影帶獎,My Love《MY LOVE》,華研國際音樂股份有限公司,華研國際音樂股份有限公司,導演：比爾賈
101,23,演唱類出版獎,最佳音樂錄影帶獎,燕窩《你在煩惱什麼》,環球國際唱片股份有限公司,環球國際唱片股份有限公司,導演：卓威志
101,23,演唱類出版獎,最佳音樂錄影帶獎,老情歌《流浪日記二部曲 家在北極村》,滾石國際音樂股份有限公司,滾石國際音樂股份有限公司,導演：周格泰
101,23,演唱類個人獎,最佳作曲人獎,諾亞方舟《第二人生（no where-末日版）》,五月天瑪莎,相信音樂國際股份有限公司,
101,23,演唱類個人獎,最佳作曲人獎,請你給我好一點的情敵《MY LOVE》,焦安溥,華研國際音樂股份有限公司,
101,23,演唱類個人獎,最佳作曲人獎,於是長大了以後《於是長大了以後》,謝和弦,亞神音樂娛樂股份有限公,
101,23,演唱類個人獎,最佳作曲人獎,孤獨患者《？》,方大同,環球國際唱片股份有限公司,
101,23,演唱類個人獎,最佳作曲人獎,說到愛《說到愛》,蔡健雅,亞神音樂娛樂股份有限公司,
101,23,演唱類個人獎,最佳作詞人獎,諾亞方舟《第二人生（no where-末日版）》,五月天阿信,相信音樂國際股份有限公司,
101,23,演唱類個人獎,最佳作詞人獎,請你給我好一點的情敵《MY LOVE》,李格弟,華研國際音樂股份有限公司,
101,23,演唱類個人獎,最佳作詞人獎,長鏡頭《那又怎樣》,小寒,亞神音樂娛樂股份有限公司,
101,23,演唱類個人獎,最佳作詞人獎,阿爸的虱目魚《思念會驚》,武雄,華納國際音樂股份有限公司,
101,23,演唱類個人獎,最佳作詞人獎,說到愛《說到愛》,葛大為,亞神音樂娛樂股份有限公司,
101,23,演唱類個人獎,最佳作詞人獎,懷珠《原色》,李宗盛,環球國際唱片股份有限公司,
101,23,演唱類個人獎,最佳編曲人獎,諾亞方舟《第二人生（no where-末日版）》,五月天、陳建騏,相信音樂國際股份有限公司,
101,23,演唱類個人獎,最佳編曲人獎,請你給我好一點的情敵《MY LOVE》,樊哲忠,華研國際音樂股份有限公司,
101,23,演唱類個人獎,最佳編曲人獎,隕石《不允許哭泣的場合》,徐千秀,亞神音樂娛樂股份有限公司,
101,23,演唱類個人獎,最佳編曲人獎,說到愛《說到愛》,蔡健雅（Tanya）、Doug Petty、Charlton Pettus、Brian Allen、Jamie Wollam,亞神音樂娛樂股份有限公司,
101,23,演唱類個人獎,最佳編曲人獎,水手怕水《驚嘆號（精裝版）》,周杰倫 Jay Chou,杰威爾音樂有限公司,
101,23,演唱類個人獎,最佳專輯製作人獎,第二人生（no where-末日版）,五月天,相信音樂國際股份有限公司,
101,23,演唱類個人獎,最佳專輯製作人獎,奇幻精品店,許哲珮,彎的音樂有限公司,
101,23,演唱類個人獎,最佳專輯製作人獎,不允許哭泣的場合,陳建騏,亞神音樂娛樂股份有限公司,
101,23,演唱類個人獎,最佳專輯製作人獎,說到愛,蔡健雅,亞神音樂娛樂股份有限公司,
101,23,演唱類個人獎,最佳專輯製作人獎,博尼的大冒險,Joanna Wang王若琳,台灣索尼音樂娛樂股份有限公司,
101,23,演唱類個人獎, 最佳單曲製作人獎,想自由《美妙生活（平裝版）》,呂禎晃、郭文宗,華研國際音樂股份有限公司,
101,23,演唱類個人獎, 最佳單曲製作人獎,請你給我好一點的情敵《MY LOVE》,王治平,華研國際音樂股份有限公司,
101,23,演唱類個人獎, 最佳單曲製作人獎,於是長大了以後《於是長大了以後》,何官錠、謝和弦,亞神音樂娛樂股份有限公司,
101,23,演唱類個人獎, 最佳單曲製作人獎,孤獨患者《？》,Edward Chan、Charles Lee、方大同,環球國際唱片股份有限公司,
101,23,演唱類個人獎, 最佳單曲製作人獎,那些年《那些年，我們一起追的女孩》,薛忠銘,台灣索尼音樂娛樂股份有限公司,
101,23,演唱類個人獎,最佳國語男歌手獎,把我換成你（十年幕後創作精華 電影電視主題歌曲專輯）,乱彈阿翔,赤腳不辣有限公司,
101,23,演唱類個人獎,最佳國語男歌手獎,美妙生活（平裝版）,林宥嘉,華研國際音樂股份有限公司,
101,23,演唱類個人獎,最佳國語男歌手獎,？,陳奕迅,環球國際唱片股份有限公司,
101,23,演唱類個人獎,最佳國語男歌手獎,驚嘆號（精裝版）,周杰倫 Jay Chou,杰威爾音樂有限公司,
101,23,演唱類個人獎,最佳國語男歌手獎,狂想曲,蕭敬騰,華納國際音樂股份有限公司,
101,23,演唱類個人獎,最佳台語男歌手獎,環島旅行,施文彬,亂音製作有限公司,
101,23,演唱類個人獎,最佳台語男歌手獎,天荒地老,荒山亮,動脈音樂文化傳播有限公司,
101,23,演唱類個人獎,最佳台語男歌手獎,美麗的情歌,洪榮宏,華特國際音樂股份有限公司,
101,23,演唱類個人獎,最佳台語男歌手獎,天公ㄚ子,嚴詠能,打狗亂歌團,
101,23,演唱類個人獎,最佳台語男歌手獎,思念會驚,蕭煌奇,華納國際音樂股份有限公司,
101,23,演唱類個人獎,最佳國語女歌手獎,我們會更好的,A-Lin,愛貝克思股份有限公司,
101,23,演唱類個人獎,最佳國語女歌手獎,是時候,孫燕姿,美妙音樂股份有限公司,
101,23,演唱類個人獎,最佳國語女歌手獎,MY LOVE,田馥甄,華研國際音樂股份有限公司,
101,23,演唱類個人獎,最佳國語女歌手獎,不允許哭泣的場合,魏如萱,亞神音樂娛樂股份有限公司,
101,23,演唱類個人獎,最佳國語女歌手獎,你在看我嗎（你和我的慶功珍藏版）,張惠妹,金牌大風音樂文化股份有限公司,
101,23,演唱類個人獎,最佳國語女歌手獎,說到愛,蔡健雅,亞神音樂娛樂股份有限公司,
101,23,演唱類個人獎,最佳台語女歌手獎,不能沒有你,秀蘭瑪雅,華特國際音樂股份有限公司,
101,23,演唱類個人獎,最佳台語女歌手獎,月彎彎,謝金燕,乾坤影視傳播有限公司,
101,23,演唱類個人獎,最佳台語女歌手獎,春夏秋冬,李婭莎,滾石國際音樂股份有限公司,
101,23,演唱類個人獎,最佳台語女歌手獎,山伯英台,詹雅雯,雅雯音樂工作室有限公司,
101,23,演唱類個人獎,最佳台語女歌手獎,查某人的話,李愛綺（李嘉）,無限延伸音樂事業有限公司,
101,23,演唱類個人獎,最佳客語歌手獎,幸福 DNA,東東（湯運煥）,禾廣娛樂股份有限公司,
101,23,演唱類個人獎,最佳客語歌手獎,人靚不如命靚,官靈芝,創異音樂工作室,
101,23,演唱類個人獎,最佳客語歌手獎,攬花去,羅思容,旭日文化事業有限公司,
101,23,演唱類個人獎,最佳原住民語歌手獎,美好的日子,拉衛士 勞外,豐年出版事業有限公司,
101,23,演唱類個人獎,最佳原住民語歌手獎,輕快的生活,以莉．高露,風潮音樂國際股份有限公司,
101,23,演唱類個人獎,最佳原住民語歌手獎,聽～女人聲音,少妮瑤．久分勒分,哈雷音樂媒體企業社,
101,23,演唱類個人獎,最佳原住民語歌手獎,釋放,依拜維吉,詮釋音樂文化事業有限公司,
101,23,演唱類個人獎,最佳樂團獎,第二人生（no where-末日版）,五月天（溫尚翊、蔡昇晏、陳信宏、石錦航、劉冠佑）,相信音樂國際股份有限公司,
101,23,演唱類個人獎,最佳樂團獎,告密的心,Tizzy Bac（陳惠婷、許哲毓、林前源）,彎的音樂有限公司,
101,23,演唱類個人獎,最佳樂團獎,buddha jump 佛跳牆,buddha jump 佛跳牆（戴佩妮、江尚謙、吳貞儀、陳君豪、林奧迪、黃宣銘）,種子音樂有限公司,
101,23,演唱類個人獎,最佳樂團獎,"Yes,I Am",Mary See the Future ( 巴思亮、劉永康、方金昌),映象國際多媒體股份有限公司,
101,23,演唱類個人獎,最佳樂團獎,你在煩惱什麼,蘇打綠（吳青峰、阿龔（龔鈺祺）、謝馨儀、小威（史俊威）、劉家凱、阿褔（何景揚）) ,環球國際唱片股份有限公司,
101,23,演唱類個人獎,最佳演唱組合獎,快樂的族人唱歌吧,北原山貓（陳明仁、吳廷宏）,新音樂國際有限公司,
101,23,演唱類個人獎,最佳演唱組合獎,自由發揮電影原聲帶,自由發揮（李伯恩、阿達（昌璟翔））,環球國際唱片股份有限公司,
101,23,演唱類個人獎,最佳演唱組合獎,新寶島康樂隊「八」腳開開,新寶島康樂隊（陳昇、陳世隆）,滾石國際音樂股份有限公司,
101,23,演唱類個人獎,最佳演唱組合獎,BaLiwakes（巴力瓦格斯）－南王姐妹花與國立台灣交響樂團,南王姐妹花（徐美花、陳惠琴、李諭芹）,角頭文化事業股份有限公司,
101,23,演唱類個人獎,最佳新人獎,吳南穎《我只是吳南穎》,吳南穎,無非文化有限公司,
101,23,演唱類個人獎,最佳新人獎,Miss November,女孩與機器人,亞神音樂娛樂股份有限公司,
101,23,演唱類個人獎,最佳新人獎,原來如此！！,鄧福如,豐華唱片股份有限公司,
101,23,演唱類個人獎,最佳新人獎,輕快的生活,以莉．高露,風潮音樂國際股份有限公司,
101,23,演唱類個人獎,最佳新人獎,感謝愛人,李佳薇,華納國際音樂股份有限公司,
101,23,演奏類出版獎,最佳專輯獎,大海嘯 TSUNAMI,薩摩亞商向日國際股份有限公司台灣分公司,薩摩亞商向日國際股份有限公司台灣分公司,
101,23,演奏類出版獎,最佳專輯獎,被遺忘的時光,果核有限公司,果核有限公司,
101,23,演奏類出版獎,最佳專輯獎,翻滾吧阿信電影配樂原聲帶,牽猴子整合行銷股份有限公司,牽猴子整合行銷股份有限公司,
101,23,演奏類出版獎,最佳專輯獎,賽德克‧巴萊,豐華唱片股份有限公司,豐華唱片股份有限公司,
101,23,演奏類出版獎,最佳專輯獎,反光体,李欣芸音樂製作有限公司,李欣芸音樂製作有限公司,
101,23,演奏類個人獎,最佳專輯製作人獎,被遺忘的時光,鍾興民,果核有限公司,
101,23,演奏類個人獎,最佳專輯製作人獎,翻滾吧阿信電影配樂原聲帶,王希文,牽猴子整合行銷股份有限公司,
101,23,演奏類個人獎,最佳專輯製作人獎,Ken Ohtake ＆ Friends（大竹研與朋友）I Must Have Been There（似曾至此）,鍾適芳、大竹研,大大樹音樂圖像有限公司,
101,23,演奏類個人獎,最佳專輯製作人獎,賽德克‧巴萊,何國杰,豐華唱片股份有限公司,
101,23,演奏類個人獎,最佳專輯製作人獎,反光体,李欣芸,李欣芸音樂製作有限公司,
101,23,演奏類個人獎,最佳作曲人獎,誰偷走了時間《被遺忘的時光》,鍾興民,果核有限公司,
101,23,演奏類個人獎,最佳作曲人獎,男孩翻滾吧《翻滾吧阿信電影配樂原聲帶》,王希文,牽猴子整合行銷股份有限公司,
101,23,演奏類個人獎,最佳作曲人獎,相遇彩虹橋《賽德克‧巴萊》,何國杰,豐華唱片股份有限公司,
101,23,演奏類個人獎,最佳作曲人獎,靈魂的空間《反光体》,侯勇光,李欣芸音樂製作有限公司,
101,23,演奏類個人獎,最佳作曲人獎,悲而不傷的旅人《反光体》,侯勇光,李欣芸音樂製作有限公司,
101,23,技術類個人獎,最佳專輯包裝獎,After 75 Years,蕭青陽（蕭青陽工作室）,種子音樂有限公司,
101,23,技術類個人獎,最佳專輯包裝獎,4-6 pm,林小乙,亞神音樂娛樂股份有限公司,
101,23,技術類個人獎,最佳專輯包裝獎,受寵若驚,賴佳韋,福茂唱片音樂股份有限公司,
101,23,技術類個人獎,最佳專輯包裝獎,BaLiwakes（巴力瓦格斯）南王姐妹花與國立台灣交響樂團,蕭青陽（蕭青陽工作室）,角頭文化事業股份有限公司,
101,23,技術類個人獎,最佳專輯包裝獎,Ken Ohtake ＆ Friends（大竹研與朋友）I Must Have Been There（似曾至此）,魏籽,大大樹音樂圖像有限公司,
101,23,技術類個人獎,最佳專輯包裝獎,驚嘆號（限量USB版）,陳政守 Mori Chen（守工異）,杰威爾音樂有限公司,
101,23,技術類個人獎,最佳專輯包裝獎,你在看我嗎（預購隱藏版）,聶永真,金牌大風音樂文化股份有限公司,
101,23,評審團獎,評審團獎,從缺,,,
101,23,特別貢獻獎,特別貢獻獎,文夏（王瑞河）,,,
