年度,屆別,獎項類別,獎項名稱,入圍作品,入圍單位/者,報名單位
93,15,流行音樂作品類-個人獎,最佳台語男演唱人獎,一片天,王識賢,華特國際音樂股份有限公司
93,15,流行音樂作品類-個人獎,最佳台語男演唱人獎,告別,王建傑,旭實國際企業股份有限公司
93,15,流行音樂作品類-個人獎,最佳台語男演唱人獎,豬八戒,張羽偉,互動介面股份有限公司
93,15,流行音樂作品類-個人獎,最佳台語男演唱人獎,唱歌的人,羅時豐,倍特音樂有限公司
93,15,流行音樂作品類-個人獎,最佳台語男演唱人獎,單飛,冠宇,角頭文化事業股份有限公司
93,15,流行音樂作品類-個人獎,最佳國語女演唱人獎,"No Penn, No Gain",戴佩妮,科藝百代股份有限公司
93,15,流行音樂作品類-個人獎,最佳國語女演唱人獎,陌生人,蔡健雅,華納國際音樂股份有限公司
93,15,流行音樂作品類-個人獎,最佳國語女演唱人獎,美麗人生,梁靜茹,滾石國際音樂股份有限公司
93,15,流行音樂作品類-個人獎,最佳國語女演唱人獎,看我72變,蔡依林,新力哥倫比亞音樂股份有限公司
93,15,流行音樂作品類-個人獎,最佳國語女演唱人獎,將愛,王菲,銀魚音樂有限公司
93,15,流行音樂作品類-個人獎,最佳台語女演唱人獎,偷藏,秀蘭瑪雅,大旗製作股份有限公司
93,15,流行音樂作品類-個人獎,最佳台語女演唱人獎,愛情恰恰恰,孫淑媚,大旗製作股份有限公司
93,15,流行音樂作品類-個人獎,最佳台語女演唱人獎,愛你的記號,向蕙玲,大信唱片股份有限公司
93,15,流行音樂作品類-個人獎,最佳台語女演唱人獎,想厝的人,詹雅雯,大信唱片股份有限公司
93,15,流行音樂作品類-個人獎,最佳台語女演唱人獎,女人花,蔡麗津,得睿文化事業有限公司
93,15,流行音樂作品類-個人獎,最佳客語演唱人獎,方向,李一凡,艾摩新有限公司
93,15,流行音樂作品類-個人獎,最佳客語演唱人獎,八方來客,劉劭希,傳響樂坊
93,15,流行音樂作品類-個人獎,最佳客語演唱人獎,今生緣,林展逸,吉聲影視音有限公司
93,15,流行音樂作品類-個人獎,最佳客語演唱人獎,偲係自家人,彭嬿,吉聲影視音有限公司
93,15,流行音樂作品類-個人獎,最佳客語演唱人獎,一儕﹒花樹下,謝宇威,威德文化有限公司
93,15,流行音樂作品類-個人獎,最佳原住民語演唱人獎,失守獵人,檳榔兄弟,大大樹音樂圖像
93,15,流行音樂作品類-個人獎,最佳原住民語演唱人獎,台灣魯凱族百年前歌謠,彭水光,美的旋律出版社
93,15,流行音樂作品類-個人獎,最佳樂團獎,天高地厚,信樂團,艾迴股份有限公司
93,15,流行音樂作品類-個人獎,最佳樂團獎,時光機,五月天,滾石國際音樂股份有限公司
93,15,流行音樂作品類-個人獎,最佳樂團獎,Rock Team,四分衛,動能音樂股份有限公司
93,15,流行音樂作品類-個人獎,最佳樂團獎,甚麼事都叫我分心,Tizzy Bac,搖聯有限公司
93,15,流行音樂作品類-個人獎,最佳樂團獎,靈魂節奏,波賓樂團,角頭文化事業股份有限公司
93,15,流行音樂作品類-個人獎,最佳重唱組合獎,Gotta be your man,TENSION,伊世代娛樂股份有限公司
93,15,流行音樂作品類-個人獎,最佳重唱組合獎,Super Star,S.H.E.,華研國際音樂股份有限公司
93,15,流行音樂作品類-個人獎,最佳重唱組合獎,阿爆&Brandy首張創作專輯,阿爆&Brandy,有魚音樂股份有限公司
93,15,流行音樂作品類-個人獎,最佳重唱組合獎,夢的起點,B.A.D.,科藝百代股份有限公司
93,15,流行音樂作品類-個人獎,最佳重唱組合獎,E3,Energy,環球國際唱片股份有限公司
93,15,流行音樂作品類-個人獎,最佳演唱新人獎,我的音樂勇闖天涯,吉娃斯﹒杜嵐,大旗製作股份有限公司
93,15,流行音樂作品類-個人獎,最佳演唱新人獎,受了點傷,阿桑,華研國際音樂股份有限公司
93,15,流行音樂作品類-個人獎,最佳演唱新人獎,Life’s a Struggle,宋岳庭,原動力文化發展事業有限公司
93,15,流行音樂作品類-個人獎,最佳演唱新人獎,Who’s Renee,Renee,華納國際音樂股份有限公司
93,15,流行音樂作品類-個人獎,最佳演唱新人獎,樂行者,林俊傑,華宇唱片股份有限公司
93,15,傳統暨藝術音樂作品類-出版獎,最佳古典音樂專輯獎,兒童音樂圖話書童心童音,環球國際唱片股份有限公司,環球國際唱片股份有限公司
93,15,傳統暨藝術音樂作品類-出版獎,最佳古典音樂專輯獎,意象繽紛---台灣現代音樂集(一),十方樂集,十方樂集
93,15,傳統暨藝術音樂作品類-出版獎,最佳古典音樂專輯獎,鋼琴的四個表情,金革科技股份有限公司,金革科技股份有限公司
93,15,傳統暨藝術音樂作品類-出版獎,最佳民族樂曲專輯獎,鄭榮興音樂專輯,財團法人慶美園文教基金會,財團法人慶美園文教基金會
93,15,傳統暨藝術音樂作品類-出版獎,最佳民族樂曲專輯獎,靜夜思,風潮有聲出版有限公司,風潮有聲出版有限公司
93,15,傳統暨藝術音樂作品類-出版獎,最佳戲曲曲藝專輯獎,吳室聲斐,同心圓股份有限公司,同心圓股份有限公司
93,15,傳統暨藝術音樂作品類-出版獎,最佳戲曲曲藝專輯獎,台灣最後的走唱人,寰宇文化工作室,寰宇文化工作室
93,15,傳統暨藝術音樂作品類-出版獎,最佳兒童樂曲專輯獎,天天的禮物,彩虹兒童文化事業有限公司,彩虹兒童文化事業有限公司
93,15,傳統暨藝術音樂作品類-出版獎,最佳兒童樂曲專輯獎,打鑼兼摃鼓,風潮有聲出版有限公司,風潮有聲出版有限公司
93,15,傳統暨藝術音樂作品類-出版獎,最佳兒童樂曲專輯獎,紫金寶衣,普音文化事業股份有限公司,普音文化事業股份有限公司
93,15,傳統暨藝術音樂作品類-出版獎,最佳宗教音樂專輯獎,琴韻神語,家威影音實業有限公司,家威影音實業有限公司
93,15,傳統暨藝術音樂作品類-出版獎,最佳宗教音樂專輯獎,和平的使者,福爾摩沙合唱團,福爾摩沙合唱團
93,15,傳統暨藝術音樂作品類-出版獎,最佳宗教音樂專輯獎,馬拉威是咱的兄弟,財團法人台灣基督長老教會傳播基金會,財團法人台灣基督長老教會傳播基金會
93,15,傳統暨藝術音樂作品類-出版獎,最佳宗教音樂專輯獎,你是我最愛,財團法人台灣基督長老教會傳播基金會,財團法人台灣基督長老教會傳播基金會
93,15,傳統暨藝術音樂作品類-出版獎,最佳宗教音樂專輯獎,悉達多美麗的一生,普音文化事業股份有限公司,普音文化事業股份有限公司
93,15,傳統暨藝術音樂作品類-出版獎,最佳跨界音樂專輯獎,Mihumisa(n)g 祝福你,玖玖文化國際有限公司,玖玖文化國際有限公司
93,15,傳統暨藝術音樂作品類-出版獎,最佳跨界音樂專輯獎,梁祝,滾石國際音樂股份有限公司,滾石國際音樂股份有限公司
93,15,傳統暨藝術音樂作品類-出版獎,最佳跨界音樂專輯獎,流浪之歌音樂節,大大樹音樂圖像,大大樹音樂圖像
93,15,傳統暨藝術音樂作品類-出版獎,最佳跨界音樂專輯獎,最遙遠的距離,喜瑪拉雅音樂事業股份有限公司,喜瑪拉雅音樂事業股份有限公司
93,15,傳統暨藝術音樂作品類-出版獎,最佳跨界音樂專輯獎,夏天來了,風潮有聲出版有限公司,風潮有聲出版有限公司
93,15,傳統暨藝術音樂作品類-個人獎,最佳作曲人獎,清唱劇－浪子 《浪子》,蕭泰然,福爾摩沙合唱團
93,15,傳統暨藝術音樂作品類-個人獎,最佳作曲人獎,奏鳴曲《意象繽紛－台灣現代音樂集（一）》,楊聰賢,十方樂集
93,15,傳統暨藝術音樂作品類-個人獎,最佳作曲人獎,歌《意象繽紛－台灣現代音樂集（一）》,盧炎,十方樂集
93,15,傳統暨藝術音樂作品類-個人獎,最佳作曲人獎,聽風的歌《意象繽紛－台灣現代音樂集（一）》,陳玫琪,十方樂集
93,15,傳統暨藝術音樂作品類-個人獎,最佳作曲人獎,螳螂捕蟬．黃雀在後《意象繽紛－台灣現代音樂集（一）》,潘皇龍,十方樂集
93,15,傳統暨藝術音樂作品類-個人獎,最佳作詞人獎,你是我最愛《你是我最愛》,林奐均,財團法人台灣基督長老教會傳播基金會
93,15,傳統暨藝術音樂作品類-個人獎,最佳作詞人獎,打鑼兼摃鼓《打鑼兼摃鼓》,白聆,風潮有聲出版有限公司
93,15,傳統暨藝術音樂作品類-個人獎,最佳作詞人獎,序曲:儼然未散靈山會 郁乎方濃趙州茶《花嚴之歌》,愚溪,普音文化事業股份有限公司
93,15,傳統暨藝術音樂作品類-個人獎,最佳專輯製作人獎,Mihumisa(n)g 祝福你,王曙芳,玖玖文化國際有限公司
93,15,傳統暨藝術音樂作品類-個人獎,最佳專輯製作人獎,流浪之歌音樂節,鍾適芳,大大樹音樂圖像
93,15,傳統暨藝術音樂作品類-個人獎,最佳專輯製作人獎,馬拉威是咱的兄弟,陳冠州,財團法人台灣基督長老教會傳播基金會
93,15,傳統暨藝術音樂作品類-個人獎,最佳專輯製作人獎,你是我最愛,林奐均、蘇燕輝,財團法人台灣基督長老教會傳播基金會
93,15,傳統暨藝術音樂作品類-個人獎,最佳專輯製作人獎,靜夜思,王心心,風潮有聲出版有限公司
93,15,傳統暨藝術音樂作品類-個人獎,最佳專輯製作人獎,意象繽紛---台灣現代音樂集(一),徐伯年,十方樂集
93,15,傳統暨藝術音樂作品類-個人獎,最佳演唱獎,Mihumisa(n)g 祝福你,布農山地傳統音樂團及霧鹿國小兒童合唱團,玖玖文化國際有限公司
93,15,傳統暨藝術音樂作品類-個人獎,最佳演唱獎,台灣最後的走唱人,朱丁順,寰宇文化工作室
93,15,傳統暨藝術音樂作品類-個人獎,最佳演唱獎,和平的使者,福爾摩沙合唱團(指揮:蘇慶俊),福爾摩沙合唱團
93,15,傳統暨藝術音樂作品類-個人獎,最佳演唱獎,芮斯歸來,芮斯,中華民國台灣原住民工藝研究發展協會
93,15,傳統暨藝術音樂作品類-個人獎,最佳演唱獎,你是我最愛,林奐均,財團法人台灣基督長老教會傳播基金會
93,15,傳統暨藝術音樂作品類-個人獎,最佳演奏獎,琴緣一生 2,Ruth Slenczynska,逍遙遊藝術文化有限公司
93,15,傳統暨藝術音樂作品類-個人獎,最佳演奏獎,兒童音樂圖話書童心童音,葉綠娜、魏樂富,環球國際唱片股份有限公司
93,15,傳統暨藝術音樂作品類-個人獎,最佳演奏獎,鋼琴的四個表情,陳瑞斌,金革科技股份有限公司
93,15,傳統暨藝術音樂作品類-個人獎,最佳演奏獎,黃東裕的音樂世界,黃東裕,音樂之橋股份有限公司
93,15,傳統暨藝術音樂作品類-個人獎,最佳演奏獎,《袍修羅蘭》之鋼琴套曲－風舞威音,林佳靜,普音文化事業股份有限公司
93,15,傳統暨藝術音樂作品類-特別貢獻獎,特別貢獻獎,,馬水龍先生,
