年度,屆別,獎項類別,獎項名稱,入圍作品,入圍單位/者,報名單位,演唱者/演奏者/導演
100,22,演唱類個人獎,最佳原住民語歌手獎,百年排灣 風華再現 排灣族頭目林廣財專輯,林廣財,飛魚雲豹音樂工團,
100,22,演唱類個人獎,最佳樂團獎,處女空氣 VIRGIN AIR,回聲樂團(吳柏蒼、慕春佑、黃冠文、邱文彥) ,聯歡有限公司,
100,22,演唱類個人獎,最佳樂團獎,就算今天贏了 明天又會如何？,io(陳逸年、陳思翰、簡瑞松、潘國笙) ,艾歐音樂有限公司,
100,22,演唱類個人獎,最佳樂團獎,MY GUITAR,MONKEY PILOT(王湯尼、王昱人、陳自強、余光燿、楊聲錚) ,滾石國際音樂股份有限公司,
100,22,演唱類個人獎,最佳樂團獎,MATZKA,MATZKA(Matzka、Sakinu阿輝、Mavaliw阿勝、Nanwan阿修) ,有凰音樂股份有限公司,
100,22,演唱類個人獎,最佳樂團獎,羽毛河 Feather River,草莓救星(吳曉萱、吳穎然、王鈞毅、楊育瑋、呂海棻、侯啟泰) ,風和日麗唱片行,
100,22,演唱類個人獎,最佳樂團獎,眾神護臺灣,董事長樂團(吳永吉、杜文祥、林大鈞、林俊民) ,大吉祥整合行銷有限公司,
100,22,演唱類個人獎,最佳演唱組合獎,再見王子,棉花糖(小球、聖哲 ) ,亞神音樂娛樂股份有限公司,
100,22,演唱類個人獎,最佳演唱組合獎,守護者,神木與瞳(賴銘偉、黃美珍) ,環球國際唱片股份有限公司,
100,22,演唱類個人獎,最佳演唱組合獎,万凸3,大嘴巴(愛紗、懷秋、MC40、DJ宗華) ,環球國際唱片股份有限公司,
100,22,演唱類個人獎,最佳演唱組合獎,SHERO前衛時尚版,S.H.E(S.H.E) ,華研國際音樂股份有限公司,
100,22,演唱類個人獎,最佳演唱組合獎,野狼125,湯姆與哈克(湯姆與哈克) ,角頭文化事業股份有限公司,
100,22,演唱類個人獎,最佳新人獎,就算今天贏了 明天又會如何？,io,艾歐音樂有限公司,
100,22,演唱類個人獎,最佳新人獎,謝謝你的美好,嚴爵,相信音樂國際股份有限公司,
100,22,演唱類個人獎,最佳新人獎,韋禮安首張同名全創作專輯,韋禮安,福茂唱片音樂股份有限公司,
100,22,演唱類個人獎,最佳新人獎,MATZKA,MATZKA,有凰音樂股份有限公司,
100,22,演奏類出版獎,最佳專輯獎,紀華麟.踢踏手 Tap Dancing Hands,異視界數位媒體股份有限公司,異視界數位媒體股份有限公司,
100,22,演奏類出版獎,最佳專輯獎,無限融合黨TIMELESS FUSION PARTY,威幅音樂有限公司,威幅音樂有限公司,
100,22,演奏類出版獎,最佳專輯獎,"日安。波斯菊 Bonjour , COSMOS",風潮音樂國際股份有限公司,風潮音樂國際股份有限公司,
100,22,演奏類出版獎,最佳專輯獎,第36個故事電影原聲音樂大碟她的改變,積木影像製作有限公司,積木影像製作有限公司,
100,22,演奏類出版獎,最佳專輯獎,霍世潔爵士胡情驚豔首張個人演奏專輯,豆菜芽子音樂工作室,豆菜芽子音樂工作室,
100,22,演奏類個人獎,最佳專輯製作人獎,紀華麟.踢踏手 Tap Dancing Hands,紀華麟,異視界數位媒體股份有限公司,
100,22,演奏類個人獎,最佳專輯製作人獎,無限融合黨TIMELESS FUSION PARTY,呂聖斐、董舜文,威幅音樂有限公司,
100,22,演奏類個人獎,最佳專輯製作人獎,陪月亮散步 Stroll with the Moon,張永智,風潮音樂國際股份有限公司,
100,22,演奏類個人獎,最佳專輯製作人獎,第36個故事電影原聲音樂大碟她的改變,雷光夏、侯志堅,積木影像製作有限公司,
100,22,演奏類個人獎,最佳專輯製作人獎,綠色方舟 Green Ark,吳金黛,風潮音樂國際股份有限公司,
100,22,演奏類個人獎,最佳作曲人獎,Timeless Fusion Party 無限融合黨歌《無限融合黨TIMELESS FUSION PARTY》,呂聖斐,威幅音樂有限公司,
100,22,演奏類個人獎,最佳作曲人獎,"日安 波斯菊《日安。波斯菊 Bonjour , COSMOS》",董運昌,風潮音樂國際股份有限公司,
100,22,演奏類個人獎,最佳作曲人獎,"微笑的風《日安。波斯菊 Bonjour , COSMOS》",董運昌,風潮音樂國際股份有限公司,
100,22,演奏類個人獎,最佳作曲人獎,這就是城市《第36個故事電影原聲音樂大碟她的改變》,侯志堅,積木影像製作有限公司,
100,22,演奏類個人獎,最佳作曲人獎,朵兒咖啡館（序曲）《第36個故事電影原聲音樂大碟她的改變》,雷光夏,積木影像製作有限公司,
100,22,技術類個人獎,最佳專輯包裝獎,Kiss Your Eyes,劉悅德,前衛花園股份有限公司,
100,22,技術類個人獎,最佳專輯包裝獎,十年一刻 Once in a life time,謝富琇,環球國際唱片股份有限公司,
100,22,技術類個人獎,最佳專輯包裝獎,在一起,陳政守,相信音樂國際股份有限公司,
100,22,技術類個人獎,最佳專輯包裝獎,大地書房-林生祥,羅文岑,大大樹音樂圖像有限公司,
100,22,技術類個人獎,最佳專輯包裝獎,To Hebe,聶永真,華研國際音樂股份有限公司,
100,22,技術類個人獎,最佳專輯包裝獎,眾神護臺灣,蕭青陽,大吉祥整合行銷有限公司,
100,22,評審團獎,評審團獎,,從缺,,
100,22,特別貢獻獎,特別貢獻獎,,黃敏（黃東焜）,,
